name,galaxy_type,redshift,sfr,sfr_5Myr,sfr_10Myr,sfr_100Myr,gas_mass,star_mass,gas_average_metallicity,star_average_metallicity,gas_metallicity_inner_galaxy,star_metallicity_inner_galaxy,h2_mass_semi_analytical,h2_mass_cloudy,co_mass_cloudy,halo_mass,L_fir,L_skirt_full_wavelength_range,number_of_NaN_indices,gas_metallicity_hden_higher_than_1eminus2,gas_metallicity_hden_higher_than_1,L_co_10_semi_analytical,Pgas_10kpc,Pstar_10kpc,Ptotal_10kpc,Pgas_20kpc,Pstar_20kpc,Ptotal_20kpc,Pgas_half_light_visible_z500pc,Pstar_half_light_visible_z500pc,Ptotal_half_light_visible_z500pc,R_half_light_visible,R_half_light_stellar_mass,metallicity_gas_half_light_visible_z500pc,metalicity_star_half_light_visible_z500pc,hden_mass_average_half_light_visible_z500pc,fire_temperature_mass_average_half_light_visible_z500pc,co_weighted_temperature_mass_average_half_light_visible_z500pc,h2_weighted_temperature_mass_average_half_light_visible_z500pc,column_density_half_light_visible_z500pc,L_ly_alpha,L_h_alpha,L_h_beta,L_co_10,L_co_21,L_co_32,L_co_43,L_co_54,L_co_65,L_co_76,L_co_87,L_13co,L_c2,L_o3_88,L_o3_5006,L_o3_4958,L_ly_alpha_half_light_visible_z500pc,L_h_alpha_half_light_visible_z500pc,L_h_beta_half_light_visible_z500pc,L_co_10_half_light_visible_z500pc,L_co_21_half_light_visible_z500pc,L_co_32_half_light_visible_z500pc,L_co_43_half_light_visible_z500pc,L_co_54_half_light_visible_z500pc,L_co_65_half_light_visible_z500pc,L_co_76_half_light_visible_z500pc,L_co_87_half_light_visible_z500pc,L_13co_half_light_visible_z500pc,L_c2_half_light_visible_z500pc,L_o3_88_half_light_visible_z500pc,L_o3_5006_half_light_visible_z500pc,L_o3_4958_half_light_visible_z500pc,alpha_co_cloudy,X_co_cloudy,alpha_co_semi_analytical,X_co_semi_analytical
gal358,firebox,3.0,0.576078,0.662391,0.769643,0.821084,3589180000.0,641750000.0,0.139531,0.0977501,0.164591,0.0987669,58626700.0,12659600.0,4.69518,34415100000.0,2.18715e+43,5.84482e+43,0,0.153217,0.180654,4262810.0,750.466,1448.2,2198.67,54.976,196.152,251.128,13934.6,22735.1,36669.7,1500.0,1700.0,0.183073,0.111117,24.7181,7609.52,2423.87,2416.25,20.4312,1.08976e+42,1.8059800000000002e+41,6.46398e+40,24989.1,35696.5,19693.4,5538.73,821.213,66.6593,3.47456,0.164564,819.868,1.83353e+40,1.60176e+40,5.611019999999999e+40,1.8806e+40,1.22241e+41,2.57448e+40,9.095489999999999e+39,12794.5,18476.4,10344.0,2956.72,431.506,34.3705,1.8036,0.0829818,423.168,2.7135999999999998e+39,2.13439e+39,5.42682e+39,1.81898e+39,506.60487972756124,3.1916107422836357e+22,2346.090895630495,1.478037264247212e+23
gal359,firebox,3.0,0.13628,0.0,0.0,0.0314583,3493080000.0,103859000.0,0.0467759,0.0371818,0.0492288,0.0372255,464978.0,724354.0,0.164274,34390500000.0,2.60853e+41,4.4199399999999996e+42,0,0.0476512,0.0496383,16391.4,519.364,447.21,966.574,39.3106,61.549,100.86,8525.34,5085.79,13611.1,1900.0,2100.0,0.0512659,0.0396633,5.19137,7199.86,6381.77,6368.51,15.9809,2.96789e+41,2.97394e+40,1.0574299999999999e+40,791.351,1294.82,722.725,198.102,29.4024,2.75345,0.245826,0.0288331,22.2005,2.19733e+39,3.87878e+38,3.0449e+39,1.02052e+39,3.43312e+40,3.80175e+39,1.34387e+39,789.655,1292.33,721.489,197.808,29.3636,2.74961,0.245115,0.0285393,22.1392,4.0985e+38,3.28257e+37,1.57666e+38,5.28427e+37,915.3384528483568,5.766632252944648e+22,587.574919346788,3.701721991884764e+22
gal361,firebox,3.0,0.125173,0.228767,0.173838,0.062282,2828870000.0,289259000.0,0.085861,0.065471,0.0884975,0.0652728,8516710.0,1681810.0,0.372305,34294800000.0,5.10611e+42,1.77469e+43,0,0.0833155,0.102595,393820.0,287.02,502.131,789.15,23.642,72.3039,95.9459,5104.76,5106.09,10210.8,2100.0,2500.0,0.10376,0.0663342,12.3223,6722.99,4348.33,4336.3,12.3661,4.36441e+41,5.79881e+40,2.06648e+40,1647.84,2399.88,1315.23,368.889,56.6469,4.93201,0.322614,0.0260091,49.8234,4.79399e+39,2.59353e+39,1.73781e+40,5.82434e+39,1.05661e+41,1.7893999999999999e+40,6.27359e+39,685.923,955.517,520.954,145.822,22.5187,1.9432,0.11396,0.00748816,21.6508,1.62427e+39,5.60237e+38,2.43223e+39,8.15143e+38,1020.6148655209245,6.429873652781824e+22,5168.408340615594,3.256097254587824e+23
gal363,firebox,3.0,0.234876,0.0385251,0.0422757,0.169542,3210580000.0,278795000.0,0.0760758,0.0638983,0.0838973,0.0660786,7293660.0,3153020.0,0.645159,34162700000.0,1.6671e+42,1.14216e+43,0,0.0745847,0.0690969,318133.0,392.956,602.634,995.59,33.4863,88.0073,121.494,7597.85,7999.08,15596.9,1900.0,2100.0,0.0844257,0.0739521,10.663,7886.63,4741.57,4730.25,15.0866,3.92752e+41,4.49518e+40,1.6085399999999998e+40,2884.5,4148.79,2254.26,624.612,96.113,8.21631,0.476108,0.0322618,90.447,4.32895e+39,1.6475999999999998e+39,1.2374199999999999e+40,4.14727e+39,5.35821e+40,6.930659999999999e+39,2.45109e+39,356.863,523.341,272.879,69.9566,9.82067,0.814924,0.0524697,0.00436045,10.7865,8.99309e+38,1.5498299999999998e+38,6.2683399999999994e+38,2.10083e+38,1093.0906569596118,6.886471138845554e+22,2528.569942797712,1.5929990639625587e+23
gal364,firebox,3.0,1.42354,2.58742,1.88568,0.64093,4422350000.0,201053000.0,0.0474817,0.0401699,0.0579946,0.0406027,33369100.0,702338.0,0.04191,34083700000.0,5.14663e+43,9.43122e+43,0,0.0517785,0.0675224,1231270.0,1241.91,1224.88,2466.79,100.134,174.071,274.205,119804.0,58029.6,177833.0,1100.0,1900.0,0.0728728,0.0466815,51.2626,26728.2,2438.49,2334.33,59.9074,2.1266299999999998e+42,3.40739e+41,1.2116400000000001e+41,282.564,428.613,235.086,64.0109,9.67425,0.895203,0.0651118,0.00553587,9.11867,1.12074e+40,1.41292e+40,7.60849e+40,2.55023e+40,5.4078e+41,1.09719e+41,3.83921e+40,141.85,221.543,124.961,34.911,5.37297,0.504419,0.0357379,0.00262341,4.75773,3.9909499999999996e+39,4.26735e+39,2.16284e+40,7.250959999999999e+39,2485.589105476989,1.5659211364505033e+23,118093.95393609942,7.439919097974264e+24
gal369,firebox,3.0,0.445668,1.27714,0.762573,0.269649,4043480000.0,199811000.0,0.0628262,0.0503585,0.071408,0.0511055,18775300.0,1092560.0,0.0390752,33707100000.0,2.50739e+43,4.66866e+43,0,0.0672998,0.0749882,826116.0,1022.29,482.677,1504.96,73.8096,66.3447,140.154,298.577,233.893,532.47,5100.0,4900.0,0.0790252,0.0513781,11.8904,20876.9,8611.75,8637.65,2.99071,1.12686e+42,1.62458e+41,5.78479e+40,189.734,293.25,153.084,38.4176,5.31634,0.469577,0.0366364,0.00379637,5.89596,8.20319e+39,6.22647e+39,3.51232e+40,1.17722e+40,1.2797000000000001e+41,2.1036399999999998e+40,7.42283e+39,96.5742,148.167,76.2371,18.8053,2.5559,0.220453,0.0167004,0.00167816,2.92618,1.23317e+39,7.49448e+38,3.62344e+39,1.21444e+39,5758.3775179988825,3.627777836339296e+23,98955.90669041922,6.234222121496411e+24
gal367,firebox,3.0,0.0461577,0.0511356,0.0375954,0.103865,3155590000.0,256848000.0,0.0869087,0.059986,0.0948121,0.0609485,2275100.0,1446640.0,0.184865,33866300000.0,1.5842799999999998e+42,1.23945e+43,0,0.0909749,0.0944347,100568.0,535.781,698.621,1234.4,44.7667,101.067,145.834,1051.89,2646.8,3698.69,1900.0,2300.0,0.113366,0.0656918,8.57493,8232.24,8754.27,8771.61,5.61346,3.6837000000000005e+41,4.42633e+40,1.59428e+40,809.738,1221.27,644.093,166.162,23.2953,1.93137,0.128387,0.0111992,23.462,3.51251e+39,2.0097799999999997e+39,1.29996e+40,4.35686e+39,1.82833e+40,2.6315499999999997e+39,9.500999999999999e+38,728.593,1100.11,583.082,151.462,21.3575,1.77125,0.116279,0.00962589,20.9327,2.39888e+38,1.69657e+38,6.1738599999999995e+38,2.0691599999999997e+38,1786.5531813994155,1.1255285042816318e+23,2809.6742403098283,1.7700947713951918e+23
gal371,firebox,3.0,1.94533,2.37695,1.86651,0.4319,2885900000.0,381095000.0,0.0980969,0.0799742,0.109715,0.0805347,103021000.0,13100900.0,1.70023,33633500000.0,5.88798e+43,8.5648899999999995e+43,0,0.108744,0.122614,6207300.0,1016.39,1739.32,2755.71,68.55,226.045,294.595,307447.0,199876.0,507323.0,900.0,1100.0,0.130133,0.0841189,43.6215,7806.62,1054.69,1028.15,95.9689,1.37099e+42,2.46157e+41,8.70471e+40,7749.33,11387.8,6153.87,1662.22,241.01,19.8932,1.18226,0.0795402,234.938,1.86744e+40,1.40808e+40,5.60008e+40,1.87694e+40,2.7932400000000002e+41,5.852789999999999e+40,2.04592e+40,2829.39,4187.76,2265.49,607.99,86.0521,6.94942,0.416355,0.0293678,84.0454,5.2356899999999994e+39,3.07099e+39,1.0200099999999999e+40,3.4187199999999997e+39,1690.5848634656159,1.0650684639833379e+23,13294.181561502737,8.375334383746724e+23
gal368,firebox,3.0,0.0579433,0.0377638,0.130225,0.45818,4362080000.0,203873000.0,0.0570101,0.0408857,0.0681646,0.0412359,4720740.0,3066800.0,0.284629,33786500000.0,1.85862e+42,1.87115e+43,0,0.0610145,0.0715964,161358.0,1340.69,739.084,2079.77,130.341,115.634,245.975,484.491,527.292,1011.78,3500.0,4100.0,0.0691716,0.0427688,4.85514,23665.0,8605.37,8624.27,3.80968,8.007140000000001e+41,9.40511e+40,3.38408e+40,1212.3,1845.85,975.079,251.659,35.5406,3.07719,0.238038,0.0263662,35.534,5.44333e+39,3.00811e+39,1.8877899999999999e+40,6.32713e+39,5.691349999999999e+40,7.55244e+39,2.6904799999999998e+39,41.3631,63.4308,33.5989,8.64732,1.20592,0.0997471,0.00680159,0.000608195,1.15474,5.0407499999999994e+38,2.15193e+38,9.6349e+38,3.2292199999999997e+38,2529.7368638125877,1.5937342242019304e+23,3894.036129670874,2.4532427616926504e+23
gal370,firebox,3.0,0.0568631,0.0501591,0.0426007,0.0327466,3800710000.0,192877000.0,0.0608302,0.049679,0.0607239,0.0493948,539468.0,66875.1,0.00542799,33667100000.0,9.59553e+41,1.1221999999999999e+43,0,0.0589786,0.0405067,21792.3,276.951,275.755,552.706,36.4559,50.5391,86.9951,49.5622,97.1346,146.697,3900.0,4100.0,0.0479824,0.042344,2.672,10189.6,12594.0,12658.0,1.21849,4.01756e+41,4.44137e+40,1.59543e+40,23.9133,37.5927,18.8395,4.34249,0.527184,0.0382013,0.002707,0.000446762,0.659728,2.18624e+39,1.18371e+39,9.03455e+39,3.02797e+39,2.47365e+40,2.85074e+39,1.02114e+39,0.0161134,0.0277023,0.014131,0.00323277,0.000395154,3.34464e-05,3.63428e-06,6.7809e-07,0.000493319,6.11548e+37,3.99967e+37,2.52439e+38,8.46103e+37,2796.565091392656,1.7618360075773733e+23,22559.328909017157,1.421237721268081e+24
gal374,firebox,3.0,0.237598,0.100926,0.0916168,0.293777,4073360000.0,174846000.0,0.0551087,0.0417022,0.0659229,0.0434223,6821010.0,2735740.0,0.355445,33364900000.0,3.40058e+42,1.89816e+43,0,0.0605566,0.0714182,238537.0,1038.02,653.529,1691.55,86.6784,95.2171,181.895,2424.89,1456.86,3881.76,2700.0,2900.0,0.0655744,0.0516185,10.5511,60117.0,5324.27,5308.84,8.52299,8.05255e+41,9.59812e+40,3.43724e+40,1724.87,2675.69,1416.72,365.495,51.4075,4.45286,0.346888,0.0373482,50.8969,6.22768e+39,2.66826e+39,1.7076499999999999e+40,5.72334e+39,8.335729999999999e+40,1.14334e+40,3.99367e+39,21.5074,32.0305,16.5861,4.2049,0.595785,0.053339,0.00435986,0.000503964,0.658061,9.62455e+38,1.6931599999999999e+38,9.68454e+38,3.2455499999999997e+38,1586.0557607239966,9.992151292561178e+22,3954.506716448196,2.4913392313623636e+23
gal373,firebox,3.0,0.140018,0.330525,0.230529,0.188653,4026920000.0,298236000.0,0.0796094,0.0567766,0.0848109,0.0579654,16724600.0,3995200.0,0.604541,33503500000.0,7.39962e+42,2.28698e+43,0,0.0824176,0.0872635,729500.0,402.596,417.557,820.153,39.771,65.9447,105.716,3281.87,1826.65,5108.52,2700.0,3300.0,0.0863541,0.0572809,17.4926,6657.86,4953.91,4944.2,9.91531,7.083630000000001e+41,9.1637e+40,3.27557e+40,2506.16,3639.71,1917.96,506.84,75.6613,6.86215,0.465462,0.0371412,80.1698,6.57763e+39,3.65278e+39,2.3288e+40,7.80489e+39,1.3095100000000001e+41,2.06413e+40,7.207739999999999e+39,379.15,577.879,302.951,76.9758,10.6114,0.871267,0.0578055,0.00494629,10.9601,1.7922599999999998e+39,4.77799e+38,2.37792e+39,7.966559999999999e+38,1594.1520094487184,1.0043157659526926e+23,6673.396750406998,4.2042399527564086e+23
gal372,firebox,3.0,0.440202,0.42468,0.55075,0.284313,4337480000.0,144163000.0,0.0359216,0.0336858,0.0466703,0.0367503,6484850.0,535641.0,0.0562905,33536600000.0,6.710469999999999e+42,2.64869e+43,0,0.039416,0.0551572,209380.0,420.369,466.832,887.201,33.3573,66.0227,99.3801,11234.7,7780.99,19015.7,1500.0,1900.0,0.0592359,0.039883,21.0967,11328.5,4508.26,4428.19,18.3453,1.13703e+42,1.4259700000000001e+41,5.112599999999999e+40,247.82,381.536,201.368,52.1372,7.47781,0.692077,0.0640738,0.00873403,7.42745,5.25345e+39,4.02625e+39,2.53797e+40,8.5063e+39,1.29645e+41,1.91403e+40,6.74852e+39,0.692599,1.12264,0.60098,0.153429,0.0222334,0.00222638,0.000217851,2.82958e-05,0.0270604,1.01427e+39,5.45692e+38,2.7026499999999997e+39,9.0586e+38,2161.411508352837,1.3616892502622871e+23,26167.581309014608,1.6485576224679202e+24
gal376,firebox,3.0,0.147508,0.0374282,0.171291,0.355661,4070800000.0,138876000.0,0.0414438,0.0330059,0.0558608,0.0361169,5345740.0,1525310.0,0.0804153,33293800000.0,2.6552099999999998e+42,1.82084e+43,0,0.0460184,0.0568645,150822.0,596.74,396.595,993.334,76.7511,78.4962,155.247,14941.5,2981.28,17922.8,1700.0,2500.0,0.0519453,0.0376249,8.72839,14158.9,5233.48,5186.33,21.1565,9.64872e+41,1.1745800000000001e+41,4.21105e+40,329.165,508.586,280.26,77.6823,11.846,1.1162,0.0971344,0.0113928,9.55853,5.56476e+39,3.13141e+39,1.81115e+40,6.07025e+39,1.09503e+41,1.36419e+40,4.8118899999999996e+39,0.770178,1.19248,0.613299,0.151027,0.0209535,0.00201516,0.000209016,3.24733e-05,0.0251595,9.52102e+38,2.1910599999999997e+38,1.05151e+39,3.52426e+38,4633.876627223429,2.9193422751507602e+23,16240.305014202602,1.023139215894764e+24
gal378,firebox,3.0,0.0210471,0.0245038,0.0641444,0.0417068,3999170000.0,73615900.0,0.0190047,0.0198827,0.0284681,0.0262264,2898.49,57183.3,0.00175862,33026400000.0,2.18381e+41,5.5145499999999995e+42,0,0.0194993,0.0285402,10.4767,133.548,101.166,234.714,10.4161,14.1267,24.5428,396.095,337.053,733.148,3700.0,2700.0,0.0413986,0.0290196,2.12321,8119.91,7535.82,7553.32,3.44465,3.8709400000000004e+41,3.79339e+40,1.3466e+40,6.08695,8.64886,4.26708,1.02896,0.14225,0.0143081,0.00172555,0.000388882,0.200903,1.24812e+39,2.7465699999999998e+38,2.70828e+39,9.07703e+38,2.18534e+40,2.3261999999999997e+39,8.221639999999999e+38,1.8832,2.64105,1.30053,0.315721,0.0444067,0.00462324,0.000565197,0.000122578,0.0641461,2.21187e+38,1.0254e+37,5.04287e+37,1.69017e+37,9394.409351152877,5.9184778912263126e+23,476.18101019393947,2.9999403642218187e+22
gal356,firebox,3.0,36.3819,36.4029,31.6826,23.6114,18687900000.0,42620800000.0,0.62597,0.544558,0.595652,0.3767,3685750000.0,1985670000.0,95795.0,34654900000.0,1.29383e+45,1.60794e+45,0,0.636722,0.774685,1336960000.0,1847.77,3661.87,5509.64,165.939,551.843,717.782,594.838,1842.92,2437.76,8300.0,8300.0,0.6234,0.392761,45.7995,56380.3,1423.25,1431.41,4.22129,3.0633699999999996e+42,8.02987e+41,2.82082e+41,133424000.0,151416000.0,90805400.0,34430500.0,8284980.0,995335.0,46781.0,1103.27,11980000.0,3.04688e+41,2.19807e+41,1.01655e+41,3.40714e+40,2.6503900000000002e+41,7.19162e+40,2.5153399999999997e+40,5319770.0,6232090.0,3703080.0,1359530.0,321019.0,35730.7,1616.5,40.0209,405226.0,2.36385e+40,1.13271e+40,8.00741e+39,2.68378e+39,14.882404964624056,9.375915127713155e+20,27.624340448495023,1.7403334482551864e+21
gal375,firebox,3.0,0.61033,0.63519,0.915769,0.585298,5331290000.0,544085000.0,0.106951,0.0936056,0.142291,0.0942581,51627400.0,7615160.0,1.0931,33318900000.0,2.23522e+43,4.58563e+43,0,0.113402,0.145887,3179010.0,889.713,1713.22,2602.93,101.026,289.039,390.065,155926.0,120046.0,275972.0,1100.0,1300.0,0.148105,0.100629,31.6639,6245.71,1541.9,1521.06,68.3447,1.1656499999999999e+42,1.84468e+41,6.5938e+40,5144.65,7408.42,4000.39,1100.54,167.873,14.5362,0.884189,0.0605451,160.487,1.49893e+40,1.18319e+40,4.39661e+40,1.47366e+40,2.68355e+41,5.6148e+40,1.97383e+40,1206.36,1797.92,967.66,257.789,36.3707,3.00364,0.1867,0.0125698,37.682,5.02336e+39,3.65122e+39,1.09647e+40,3.6756799999999997e+39,1480.209538063814,9.325320089802028e+22,10035.162741877484,6.322152527382815e+23
gal380,firebox,3.0,1.39534,1.40388,1.78707,0.690552,3361820000.0,281628000.0,0.089207,0.0732081,0.102926,0.0743975,60717700.0,5933810.0,0.982675,32862400000.0,3.85838e+43,9.01122e+43,0,0.0991617,0.121145,3718500.0,880.966,1226.05,2107.01,61.936,162.618,224.554,66479.2,60092.3,126572.0,1100.0,1100.0,0.115072,0.0753622,26.5888,19851.4,2284.61,2243.04,44.6261,1.6239799999999998e+42,2.7461e+41,9.82247e+40,4422.88,6667.76,3730.07,1050.15,160.752,15.0175,1.05496,0.0752737,141.917,1.5902999999999999e+40,2.02199e+40,7.69961e+40,2.58073e+40,1.77426e+41,3.09864e+40,1.0914999999999999e+40,824.893,1272.31,753.194,234.093,42.5324,4.94644,0.415877,0.033329,30.2477,2.44646e+39,1.63025e+39,5.46105e+39,1.83046e+39,1341.6167745903122,8.452185679918967e+22,13728.091198495098,8.648697455051912e+23
gal381,firebox,3.0,0.191541,0.200875,0.218997,0.431858,3967450000.0,266839000.0,0.0873592,0.066948,0.0943976,0.0667872,10352000.0,3892200.0,0.421806,32608900000.0,4.4278099999999996e+42,2.40766e+43,0,0.0921897,0.0925699,501825.0,539.87,483.994,1023.86,74.2424,91.1201,165.363,372.267,481.596,853.864,4100.0,4100.0,0.103809,0.0665189,9.00445,7670.04,7147.53,7151.9,3.33943,8.237050000000001e+41,1.07243e+41,3.85063e+40,1952.81,2926.63,1513.13,379.382,51.8524,4.25732,0.27641,0.022586,58.8631,7.707079999999999e+39,4.49222e+39,2.31774e+40,7.76815e+39,8.11078e+40,1.2142999999999999e+40,4.3005799999999997e+39,387.768,552.158,290.355,76.296,10.9309,0.904831,0.0548992,0.00398675,11.987,1.24407e+39,4.54791e+38,1.75854e+39,5.89385e+38,1993.1278516599157,1.2556705465457468e+23,5301.078958014349,3.33967974354904e+23
gal382,firebox,3.0,1.11288,2.2074,2.00233,0.808699,3907500000.0,195196000.0,0.0545938,0.0486058,0.0669361,0.0490372,47057400.0,1521130.0,0.0698869,32506300000.0,4.64317e+43,9.13464e+43,0,0.0612863,0.0769938,2019120.0,1973.8,1765.87,3739.66,142.727,237.917,380.643,225856.0,114084.0,339939.0,900.0,1300.0,0.0821068,0.061121,41.4512,7823.44,1983.58,1879.92,82.2548,2.4369799999999998e+42,3.89161e+41,1.38449e+41,314.796,461.541,246.169,65.0238,9.20123,0.77516,0.0519192,0.00425699,10.273,1.6546399999999999e+40,1.82e+40,8.27455e+40,2.77341e+40,4.62158e+41,9.4513e+40,3.30485e+40,138.135,202.011,110.203,29.9227,4.23843,0.346409,0.0210037,0.00133293,4.46596,4.2330699999999996e+39,4.41269e+39,1.86426e+40,6.24904e+39,4832.113495724215,3.044231502306255e+23,149485.38100865323,9.417579003545153e+24
gal383,firebox,3.0,0.0194498,0.062655,0.358918,0.142847,3941210000.0,106673000.0,0.0287706,0.0249109,0.0295758,0.0178206,1720510.0,375905.0,0.00575149,32505500000.0,1.59248e+42,1.3277999999999999e+43,0,0.0312275,0.0422086,35939.9,297.606,68.7705,366.377,27.7963,10.6013,38.3976,4.78792,3.0391,7.82702,16500.0,11100.0,0.029987,0.0193556,5.53262,11031.9,11390.4,11403.9,0.378721,7.25094e+41,8.2719e+40,2.9621e+40,20.8511,31.9632,17.1208,4.51256,0.668928,0.0663578,0.00729757,0.00124004,0.594297,3.01638e+39,1.46242e+39,9.983439999999999e+39,3.3460499999999997e+39,9.91359e+40,1.16411e+40,4.11528e+39,16.6429,25.7782,14.022,3.76035,0.565158,0.0557816,0.00585912,0.000879189,0.461009,5.35313e+38,1.1953599999999998e+38,7.64144e+38,2.56108e+38,18028.065665600378,1.1357681369328237e+24,82514.11196531598,5.198389053814906e+24
gal384,firebox,3.0,0.0,0.142915,0.213801,0.110932,4068600000.0,211346000.0,0.0574927,0.0554063,0.0609223,0.0556929,2831770.0,636365.0,0.0400332,32403300000.0,3.11268e+42,1.47354e+43,0,0.0572431,0.0632186,104112.0,554.063,687.374,1241.44,48.6605,102.012,150.673,8615.99,9681.82,18297.8,1500.0,1700.0,0.0626924,0.0599372,9.39372,7623.86,5862.66,5821.52,16.0656,7.11024e+41,8.58351e+40,3.07163e+40,154.969,224.924,118.27,30.7982,4.39532,0.371392,0.0246869,0.00217982,4.74522,4.3960499999999996e+39,2.73268e+39,1.9736099999999998e+40,6.61479e+39,7.95212e+40,1.1141899999999999e+40,3.9199599999999996e+39,11.2373,16.4093,8.50822,2.18376,0.315704,0.0287497,0.00232176,0.000259597,0.350287,6.94743e+38,2.22393e+38,1.0971999999999999e+39,3.6771199999999995e+38,4106.4019255464,2.587033213094232e+23,18273.138498667475,1.1512077254160509e+24
gal387,firebox,3.0,0.187571,0.155254,0.0962927,0.0725352,3578570000.0,502281000.0,0.136428,0.106958,0.153456,0.107717,10517000.0,3954980.0,0.993286,32004600000.0,4.7524599999999996e+42,1.8426799999999998e+43,0,0.139811,0.154988,854338.0,287.643,793.033,1080.68,25.6944,118.555,144.25,5356.29,12997.0,18353.2,1300.0,1500.0,0.163661,0.114017,28.4912,6143.53,4402.67,4409.06,12.6671,4.50463e+41,5.99887e+40,2.15403e+40,4491.85,6390.55,3497.23,991.652,158.0,14.6606,0.998374,0.0795331,148.004,7.49228e+39,3.8279899999999995e+39,1.8731299999999998e+40,6.27785e+39,3.14875e+40,5.975059999999999e+39,2.09946e+39,4245.93,6013.84,3310.0,948.39,152.678,14.2701,0.974376,0.0769148,140.706,7.88517e+38,2.9804399999999998e+38,9.86653e+38,3.3060799999999996e+38,880.4790899072765,5.5470182664158415e+22,2341.3515589345147,1.4750514821287444e+23
gal377,firebox,3.0,0.559622,0.226928,0.17808,0.19585,4226840000.0,117208000.0,0.0344343,0.0312696,0.0425621,0.0345704,5112690.0,1504030.0,0.0998997,33134300000.0,3.96183e+42,1.38683e+43,0,0.0361511,0.046854,148996.0,909.965,649.611,1559.58,79.1249,95.8858,175.011,12770.5,6569.01,19339.5,1500.0,2100.0,0.0497667,0.0378679,16.6453,7933.57,6072.48,6027.22,19.5591,8.38422e+41,9.991729999999999e+40,3.56203e+40,389.316,595.667,326.406,88.9316,13.4286,1.25726,0.103801,0.0111391,11.4745,4.0580099999999996e+39,1.78453e+39,1.26158e+40,4.22835e+39,1.32678e+41,1.90029e+40,6.678449999999999e+39,3.70957,5.62517,2.92625,0.741082,0.106169,0.0102844,0.00102968,0.000147212,0.116975,8.139539999999999e+38,3.45234e+38,1.97312e+39,6.6135599999999994e+38,3863.262747999055,2.4338555312394047e+23,13132.49391240021,8.273471164812133e+23
gal385,firebox,3.0,0.185614,0.138361,0.192845,0.754012,4763220000.0,218107000.0,0.0608436,0.0487346,0.0720499,0.0504749,10335100.0,3985530.0,0.543432,32122200000.0,3.85366e+42,2.55976e+43,0,0.0652264,0.0743324,466544.0,1226.65,673.437,1900.08,92.0562,92.4321,184.488,844.861,707.437,1552.3,4100.0,4300.0,0.0599227,0.0531486,5.72618,20523.6,6981.96,6981.39,5.03081,9.785980000000001e+41,1.20018e+41,4.31631e+40,2373.28,3458.15,1853.17,505.511,78.1676,7.36998,0.563032,0.0561277,74.6751,7.23887e+39,4.1709899999999995e+39,2.14702e+40,7.196009999999999e+39,6.42513e+40,7.632499999999999e+39,2.7122899999999998e+39,466.525,700.801,363.212,91.7069,12.6296,1.03486,0.0676614,0.00576121,13.8354,7.65474e+38,1.40394e+38,6.3948e+38,2.14325e+38,1679.3340861592394,1.0579804742803208e+23,4354.774826400593,2.7435081406323737e+23
gal389,firebox,3.0,1.05073,1.08252,0.915128,0.409447,3882940000.0,385486000.0,0.090077,0.0805439,0.103396,0.0810181,73904300.0,14013100.0,1.33306,31834400000.0,2.57545e+43,5.53625e+43,0,0.0938482,0.10306,3683430.0,1231.31,1333.84,2565.15,95.0242,185.414,280.438,28408.6,21505.0,49913.6,1700.0,1500.0,0.110104,0.0796624,33.709,6717.31,2723.03,2699.91,29.1723,1.33722e+42,2.02266e+41,7.18256e+40,5453.2,7885.26,4232.22,1145.45,170.272,14.7088,0.941995,0.0706403,170.743,1.61723e+40,9.40076e+39,4.14316e+40,1.38864e+40,2.04368e+41,3.58303e+40,1.2624899999999999e+40,2132.56,3112.15,1660.92,441.06,63.6247,5.33913,0.337039,0.0252765,64.2654,3.2547e+39,1.59124e+39,5.87443e+39,1.96886e+39,2569.702193207658,1.6189123817208246e+23,13552.464607936625,8.538052703000073e+23
gal391,firebox,3.0,1.42842,0.769842,0.611924,0.522057,3426000000.0,200717000.0,0.0701225,0.0543638,0.0767754,0.0553793,31846300.0,2153750.0,0.14182,31717900000.0,1.72702e+43,3.82148e+43,0,0.077288,0.0789957,1347600.0,541.026,655.062,1196.09,41.1269,90.3855,131.512,60828.5,28587.6,89416.0,1300.0,1900.0,0.0780903,0.0550587,40.0185,6521.76,2873.85,2829.01,42.6873,1.05009e+42,1.4744600000000001e+41,5.250179999999999e+40,646.27,961.56,496.591,124.633,17.1594,1.44349,0.0990577,0.00877605,20.4848,7.47146e+39,5.72761e+39,3.12594e+40,1.0476599999999999e+40,2.59666e+41,4.2205999999999998e+40,1.47096e+40,124.073,183.046,94.1213,23.4511,3.19068,0.263829,0.017179,0.00140152,4.00562,2.60929e+39,1.1073999999999999e+39,5.43586e+39,1.82147e+39,3332.5854519009085,2.0995288346975723e+23,49277.08233400901,3.1044561870425675e+24
